TransactionID,isFraud,TransactionAmt,ProductCD,card4,card6,TransactionHour,TransactionDayOfWeek,P_emaildomain,R_emaildomain,DeviceType,DeviceInfo,id_23,id_30,id_31,id_33,missing_addr1,missing_addr2,missing_dist1,distance_signal_bucket,has_identity_info,payment_identifier_familiarity_bucket
3459432,1,33.261,C,visa,debit,2.0,1.0,gmail.com,gmail.com,desktop,,,,chrome 65.0,,1,1,1,missing,1,common_frequently_observed
3459433,0,52.811,C,visa,debit,2.0,1.0,hotmail.fr,hotmail.fr,mobile,F3311,,,chrome generic for android,,1,1,1,missing,1,rare_unfamiliar
3459434,0,136.956,C,visa,debit,2.0,1.0,hotmail.com,hotmail.com,desktop,Windows,,,chrome 65.0,,1,1,1,missing,1,rare_unfamiliar
3459435,0,136.956,C,visa,debit,2.0,1.0,hotmail.com,hotmail.com,desktop,Windows,,,chrome 65.0,,1,1,1,missing,1,common_frequently_observed
3459436,0,25.0,H,visa,debit,2.0,1.0,outlook.com,,desktop,Windows,,Windows 10,firefox 59.0,3200x1800,0,0,1,missing,1,common_frequently_observed
3459437,0,23.362,C,visa,credit,3.0,1.0,hotmail.com,hotmail.com,desktop,Windows,,,chrome,,1,1,1,missing,1,common_frequently_observed
3459438,0,326.29,W,visa,debit,3.0,1.0,,,,,,,,,0,0,0,small,0,rare_unfamiliar
3459439,0,34.0,W,visa,debit,3.0,1.0,yahoo.com,,,,,,,,0,0,0,small,0,common_frequently_observed
3459440,0,50.0,W,visa,debit,3.0,1.0,aol.com,,,,,,,,0,0,0,small,0,common_frequently_observed
3459441,0,67.95,W,visa,debit,3.0,1.0,yahoo.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459442,0,24.0,W,mastercard,credit,3.0,1.0,,,,,,,,,0,0,0,medium,0,common_frequently_observed
3459443,0,30.248,C,visa,debit,3.0,1.0,hotmail.com,hotmail.com,mobile,SM-G610M Build/MMB29K,,,chrome generic for android,,1,1,1,missing,1,common_frequently_observed
3459444,0,20.0,W,mastercard,credit,3.0,1.0,,,,,,,,,0,0,0,medium,0,common_frequently_observed
3459445,0,305.0,W,visa,credit,3.0,1.0,msn.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459446,0,21.948,C,visa,credit,3.0,1.0,hotmail.com,hotmail.com,desktop,Windows,,,chrome,,1,1,1,missing,1,common_frequently_observed
3459447,0,47.95,W,visa,debit,3.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459448,0,58.95,W,visa,debit,3.0,1.0,yahoo.com,,,,,,,,0,0,0,medium,0,common_frequently_observed
3459449,0,34.5,W,visa,debit,3.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,somewhat_familiar
3459450,0,49.0,W,visa,debit,3.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459451,0,29.0,W,visa,debit,3.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459452,0,29.95,W,visa,debit,3.0,1.0,yahoo.com,,,,,,,,0,0,0,small,0,common_frequently_observed
3459453,0,54.5,W,visa,credit,3.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,rare_unfamiliar
3459454,0,46.5,W,visa,debit,3.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459455,0,31.95,W,visa,debit,3.0,1.0,gmail.com,,,,,,,,0,0,0,medium,0,common_frequently_observed
3459456,0,206.0,W,mastercard,debit,3.0,1.0,,,,,,,,,0,0,0,large,0,rare_unfamiliar
3459457,0,58.95,W,visa,debit,3.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459458,0,100.0,R,visa,credit,3.0,1.0,yahoo.com,yahoo.com,mobile,iOS Device,,iOS 10.3.3,mobile safari generic,2048x1536,0,0,1,missing,1,common_frequently_observed
3459459,0,32.97,W,mastercard,debit,3.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459460,0,28.773,C,mastercard,credit,3.0,1.0,hotmail.com,hotmail.com,desktop,,,,chrome 65.0,,1,1,1,missing,1,somewhat_familiar
3459461,0,35.95,W,mastercard,debit,3.0,1.0,gmail.com,,,,,,,,0,0,0,small,0,rare_unfamiliar
3459462,0,10.329,C,mastercard,debit,3.0,1.0,hotmail.com,hotmail.com,mobile,,,,mobile safari generic,,1,1,1,missing,1,common_frequently_observed
3459463,0,57.95,W,visa,debit,3.0,1.0,yahoo.com,,,,,,,,0,0,0,medium,0,common_frequently_observed
3459464,0,67.95,W,visa,debit,3.0,1.0,yahoo.com,,,,,,,,0,0,0,small,0,somewhat_familiar
3459465,0,25.95,W,visa,debit,3.0,1.0,hotmail.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459466,0,117.0,W,visa,debit,3.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,somewhat_familiar
3459467,0,34.0,W,visa,debit,3.0,1.0,yahoo.com,,,,,,,,0,0,0,medium,0,common_frequently_observed
3459468,1,49.0,W,visa,debit,3.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459469,0,191.0,W,visa,debit,3.0,1.0,hotmail.com,,,,,,,,0,0,0,small,0,somewhat_familiar
3459470,0,117.0,W,mastercard,debit,3.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,somewhat_familiar
3459471,0,57.95,W,mastercard,debit,3.0,1.0,yahoo.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459472,0,13.0,W,visa,debit,3.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459473,0,31.232,C,mastercard,credit,3.0,1.0,anonymous.com,anonymous.com,desktop,Trident/7.0,,,ie 11.0 for desktop,,1,1,1,missing,1,somewhat_familiar
3459474,0,201.95,W,mastercard,debit,3.0,1.0,gmail.com,,,,,,,,0,0,0,large,0,somewhat_familiar
3459475,0,117.0,W,visa,debit,3.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459476,0,150.0,W,visa,debit,3.0,1.0,yahoo.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459477,0,694.99,W,mastercard,credit,3.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459478,0,59.0,W,visa,debit,3.0,1.0,aol.com,,,,,,,,0,0,1,missing,0,rare_unfamiliar
3459479,0,117.0,W,mastercard,debit,3.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,rare_unfamiliar
3459480,0,59.0,W,visa,debit,3.0,1.0,,,,,,,,,0,0,1,missing,0,rare_unfamiliar
3459481,0,23.055,C,visa,credit,3.0,1.0,gmail.com,gmail.com,desktop,,,,safari generic,,1,1,1,missing,1,common_frequently_observed
3459482,0,47.0,W,mastercard,debit,3.0,1.0,hotmail.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459483,0,21.95,W,visa,credit,3.0,1.0,gmail.com,,,,,,,,0,0,0,large,0,rare_unfamiliar
3459484,0,117.0,W,visa,debit,3.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459485,0,29.0,W,visa,debit,3.0,1.0,,,,,,,,,0,0,1,missing,0,somewhat_familiar
3459486,0,59.95,W,mastercard,debit,3.0,1.0,aol.com,,,,,,,,0,0,0,medium,0,common_frequently_observed
3459487,0,48.95,W,visa,debit,3.0,1.0,aol.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459488,0,100.0,R,visa,credit,3.0,1.0,anonymous.com,yahoo.com,desktop,MacOS,,Mac OS X 10_13_4,safari generic,1440x900,0,0,1,missing,1,common_frequently_observed
3459489,0,73.0,W,mastercard,debit,3.0,1.0,aol.com,,,,,,,,0,0,0,medium,0,common_frequently_observed
3459490,0,167.0,W,mastercard,debit,3.0,1.0,,,,,,,,,0,0,0,large,0,somewhat_familiar
3459491,0,150.95,W,mastercard,debit,3.0,1.0,hotmail.com,,,,,,,,0,0,1,missing,0,somewhat_familiar
3459492,0,59.0,W,mastercard,debit,3.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459493,0,59.0,W,visa,debit,3.0,1.0,,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459494,0,20.95,W,visa,debit,3.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459495,0,107.95,W,mastercard,debit,3.0,1.0,gmail.com,,,,,,,,0,0,0,large,0,common_frequently_observed
3459496,0,117.0,W,mastercard,debit,3.0,1.0,aol.com,,,,,,,,0,0,0,large,0,common_frequently_observed
3459497,0,54.0,W,visa,debit,3.0,1.0,suddenlink.net,,,,,,,,0,0,0,large,0,rare_unfamiliar
3459498,0,59.0,W,visa,debit,3.0,1.0,rocketmail.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459499,1,147.552,C,mastercard,debit,3.0,1.0,gmail.com,gmail.com,desktop,Windows,,,chrome 65.0,,1,1,1,missing,1,rare_unfamiliar
3459500,0,108.95,W,visa,debit,3.0,1.0,yahoo.com,,,,,,,,0,0,0,large,0,rare_unfamiliar
3459501,0,20.95,W,visa,credit,4.0,1.0,gmail.com,,,,,,,,0,0,0,large,0,rare_unfamiliar
3459502,0,117.0,W,visa,debit,4.0,1.0,yahoo.com,,,,,,,,0,0,0,large,0,somewhat_familiar
3459503,0,42.913,C,mastercard,credit,4.0,1.0,hotmail.com,hotmail.com,mobile,SM-G950F Build/NRD90M,,,chrome generic for android,,1,1,1,missing,1,common_frequently_observed
3459504,1,147.552,C,visa,debit,4.0,1.0,gmail.com,gmail.com,desktop,Windows,,,chrome 65.0,,1,1,1,missing,1,common_frequently_observed
3459505,0,57.95,W,visa,debit,4.0,1.0,icloud.com,,,,,,,,0,0,0,small,0,common_frequently_observed
3459506,0,31.95,W,mastercard,debit,4.0,1.0,gmail.com,,,,,,,,0,0,0,medium,0,somewhat_familiar
3459507,1,59.636,C,mastercard,credit,4.0,1.0,hotmail.com,hotmail.com,desktop,Windows,,,edge 16.0,,1,1,1,missing,1,somewhat_familiar
3459508,0,98.5,W,mastercard,debit,4.0,1.0,gmail.com,,,,,,,,0,0,0,large,0,somewhat_familiar
3459509,0,555.53,W,visa,credit,4.0,1.0,gmail.com,,,,,,,,0,0,0,large,0,common_frequently_observed
3459510,1,59.636,C,mastercard,credit,4.0,1.0,hotmail.com,hotmail.com,desktop,Windows,,,edge 16.0,,1,1,1,missing,1,somewhat_familiar
3459511,0,209.95,W,visa,debit,4.0,1.0,gmail.com,,,,,,,,0,0,0,medium,0,common_frequently_observed
3459512,0,103.95,W,visa,debit,4.0,1.0,yahoo.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459513,0,57.95,W,visa,debit,4.0,1.0,,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459515,0,87.99,W,mastercard,debit,4.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459514,1,59.636,C,mastercard,credit,4.0,1.0,hotmail.com,hotmail.com,desktop,Windows,,,edge 16.0,,1,1,1,missing,1,somewhat_familiar
3459516,0,77.0,W,mastercard,debit,4.0,1.0,,,,,,,,,0,0,1,missing,0,somewhat_familiar
3459517,0,21.97,W,visa,debit,4.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,somewhat_familiar
3459518,0,21.95,W,visa,debit,4.0,1.0,gmail.com,,,,,,,,0,0,0,large,0,common_frequently_observed
3459519,0,55.578,C,mastercard,credit,4.0,1.0,hotmail.com,hotmail.com,mobile,,,,mobile safari generic,,1,1,1,missing,1,rare_unfamiliar
3459520,0,1090.0,W,visa,credit,4.0,1.0,yahoo.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459521,0,103.0,W,mastercard,debit,4.0,1.0,yahoo.com,,,,,,,,0,0,0,small,0,common_frequently_observed
3459522,0,125.0,R,mastercard,debit,4.0,1.0,aol.com,aol.com,mobile,iOS Device,,iOS 11.0.3,mobile safari generic,2208x1242,0,0,1,missing,1,rare_unfamiliar
3459523,0,26.252,C,mastercard,credit,4.0,1.0,hotmail.de,hotmail.de,mobile,,,,mobile safari generic,,1,1,1,missing,1,rare_unfamiliar
3459524,0,31.601,C,visa,credit,4.0,1.0,yahoo.com.mx,yahoo.com.mx,desktop,Windows,,,chrome 65.0,,1,1,1,missing,1,common_frequently_observed
3459525,0,117.0,W,visa,credit,4.0,1.0,,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459526,0,117.0,W,visa,debit,4.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459527,0,6.332,C,visa,debit,4.0,1.0,gmail.com,gmail.com,,,,,,,1,1,1,missing,0,common_frequently_observed
3459528,0,44.88,C,visa,credit,4.0,1.0,hotmail.com,hotmail.com,desktop,Moto G (5) Build/NPP25.137-93,,,chrome generic,,1,1,1,missing,1,somewhat_familiar
3459529,0,58.95,W,visa,debit,4.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,rare_unfamiliar
3459530,0,51.274,C,visa,credit,4.0,1.0,anonymous.com,anonymous.com,mobile,ASUS_X00ID,,,chrome 65.0 for android,,1,1,1,missing,1,somewhat_familiar
3459531,0,334.95,W,visa,debit,4.0,1.0,gmail.com,,,,,,,,0,0,0,medium,0,common_frequently_observed
3459532,0,86.49,W,visa,debit,4.0,1.0,yahoo.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459533,0,83.95,W,visa,debit,4.0,1.0,gmail.com,,,,,,,,0,0,0,large,0,common_frequently_observed
3459534,0,31.601,C,visa,debit,4.0,1.0,hotmail.com,hotmail.com,mobile,SM-G610M Build/MMB29K,,,chrome 63.0 for android,,1,1,1,missing,1,common_frequently_observed
3459535,0,20.903,C,visa,credit,4.0,1.0,live.com.mx,live.com.mx,mobile,Moto Z2 Play Build/NPSS26.118-19-14,,,chrome generic for android,,1,1,1,missing,1,common_frequently_observed
3459536,0,46.95,W,visa,debit,4.0,1.0,yahoo.com,,,,,,,,0,0,0,large,0,common_frequently_observed
3459537,0,2.644,C,mastercard,credit,4.0,1.0,gmail.com,gmail.com,desktop,Moto G (4) Build/NPJS25.93-14-10,,,chrome generic,,1,1,1,missing,1,common_frequently_observed
3459538,0,200.95,W,visa,debit,4.0,1.0,yahoo.com.mx,,,,,,,,0,0,1,missing,0,rare_unfamiliar
3459539,0,6.332,C,visa,credit,4.0,1.0,hotmail.com,hotmail.com,,,,,,,1,1,1,missing,0,common_frequently_observed
3459540,0,47.95,W,mastercard,credit,4.0,1.0,sbcglobal.net,,,,,,,,0,0,0,small,0,common_frequently_observed
3459541,0,20.903,C,visa,credit,4.0,1.0,live.com.mx,live.com.mx,mobile,Moto Z2 Play Build/NPSS26.118-19-14,,,chrome generic for android,,1,1,1,missing,1,common_frequently_observed
3459542,0,59.0,W,visa,debit,4.0,1.0,,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459543,0,10.0,S,visa,debit,4.0,1.0,,gmail.com,desktop,,IP_PROXY:TRANSPARENT,Linux,chrome 65.0,1920x1080,0,0,1,missing,1,common_frequently_observed
3459544,0,20.903,C,visa,credit,4.0,1.0,live.com.mx,live.com.mx,mobile,Moto Z2 Play Build/NPSS26.118-19-14,,,chrome generic for android,,1,1,1,missing,1,common_frequently_observed
3459545,0,159.95,W,mastercard,credit,4.0,1.0,,,,,,,,,0,0,0,small,0,somewhat_familiar
3459546,0,30.95,W,mastercard,debit,4.0,1.0,,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459547,0,20.903,C,visa,credit,4.0,1.0,live.com.mx,live.com.mx,,,,,,,1,1,1,missing,0,common_frequently_observed
3459548,0,11.681,C,mastercard,debit,4.0,1.0,hotmail.com,hotmail.com,mobile,LG-D693n Build/LRX22G,,,chrome 56.0 for android,,1,1,1,missing,1,common_frequently_observed
3459549,0,15.95,W,mastercard,credit,4.0,1.0,yahoo.com,,,,,,,,0,0,0,medium,0,common_frequently_observed
3459550,0,17.214,C,mastercard,debit,4.0,1.0,hotmail.com,hotmail.com,desktop,Windows,,,chrome 65.0,,1,1,1,missing,1,common_frequently_observed
3459551,0,316.63,W,visa,debit,4.0,1.0,yahoo.com,,,,,,,,0,0,0,large,0,common_frequently_observed
3459552,0,2594.95,W,mastercard,credit,4.0,1.0,me.com,,,,,,,,1,1,1,missing,0,somewhat_familiar
3459553,0,2594.95,W,mastercard,credit,4.0,1.0,me.com,,,,,,,,1,1,1,missing,0,somewhat_familiar
3459554,0,47.708,C,visa,credit,4.0,1.0,hotmail.com,hotmail.com,mobile,Moto G Play Build/MPIS24.241-15.3-7,,,chrome 65.0 for android,,1,1,1,missing,1,somewhat_familiar
3459555,0,54.5,W,visa,debit,4.0,1.0,gmail.com,,,,,,,,0,0,0,medium,0,common_frequently_observed
3459556,0,11.435,C,mastercard,credit,4.0,1.0,hotmail.fr,hotmail.fr,desktop,,,,safari generic,,1,1,1,missing,1,rare_unfamiliar
3459557,0,47.708,C,visa,credit,5.0,1.0,hotmail.com,hotmail.com,mobile,Moto G Play Build/MPIS24.241-15.3-7,,,chrome 65.0 for android,,1,1,1,missing,1,somewhat_familiar
3459558,0,108.95,W,mastercard,credit,5.0,1.0,aol.com,,,,,,,,0,0,0,medium,0,rare_unfamiliar
3459559,0,47.708,C,visa,credit,5.0,1.0,hotmail.com,hotmail.com,mobile,Moto G Play Build/MPIS24.241-15.3-7,,,chrome 65.0 for android,,1,1,1,missing,1,somewhat_familiar
3459560,1,319.95,W,mastercard,debit,5.0,1.0,,,,,,,,,0,0,0,small,0,rare_unfamiliar
3459561,0,108.95,W,visa,debit,5.0,1.0,yahoo.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459562,0,209.95,W,visa,debit,5.0,1.0,,,,,,,,,0,0,0,medium,0,somewhat_familiar
3459563,0,12.234,C,visa,debit,5.0,1.0,gmail.com,gmail.com,mobile,SM-J700M Build/MMB29K,,,chrome 65.0 for android,,1,1,1,missing,1,common_frequently_observed
3459564,0,27.0,W,visa,debit,5.0,1.0,att.net,,,,,,,,0,0,0,large,0,common_frequently_observed
3459565,0,57.95,W,visa,debit,5.0,1.0,,,,,,,,,0,0,0,medium,0,common_frequently_observed
3459566,0,75.45,W,visa,debit,5.0,1.0,gmail.com,,,,,,,,0,0,0,medium,0,common_frequently_observed
3459567,0,98.95,W,mastercard,debit,5.0,1.0,yahoo.com,,,,,,,,0,0,0,medium,0,somewhat_familiar
3459568,0,7.623,C,visa,debit,5.0,1.0,outlook.es,outlook.es,mobile,,,,mobile safari generic,,1,1,1,missing,1,common_frequently_observed
3459569,0,40.085,C,visa,credit,5.0,1.0,hotmail.com,hotmail.com,mobile,Moto G Play Build/MPIS24.241-15.3-7,,,chrome 65.0 for android,,1,1,1,missing,1,somewhat_familiar
3459570,0,39.0,W,visa,credit,5.0,1.0,yahoo.com,,,,,,,,0,0,0,medium,0,common_frequently_observed
3459571,0,28.896,C,mastercard,debit,5.0,1.0,gmail.com,gmail.com,desktop,,,,chrome 65.0,,1,1,1,missing,1,somewhat_familiar
3459572,0,37.257,C,visa,credit,5.0,1.0,gmail.com,gmail.com,desktop,Windows,,,edge 16.0,,1,1,1,missing,1,common_frequently_observed
3459573,0,507.95,W,mastercard,debit,5.0,1.0,yahoo.com,,,,,,,,0,0,0,large,0,somewhat_familiar
3459574,0,21.641,C,visa,debit,5.0,1.0,gmail.com,gmail.com,mobile,XT1064 Build/MPB24.65-34-3,,,chrome 65.0 for android,,1,1,1,missing,1,common_frequently_observed
3459575,0,28.896,C,mastercard,debit,5.0,1.0,gmail.com,gmail.com,desktop,,,,chrome 65.0,,1,1,1,missing,1,somewhat_familiar
3459576,0,554.0,W,mastercard,debit,5.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459578,1,315.95,W,visa,debit,5.0,1.0,icloud.com,,,,,,,,0,0,0,small,0,common_frequently_observed
3459577,0,28.896,C,mastercard,debit,5.0,1.0,gmail.com,gmail.com,desktop,,,,chrome 65.0,,1,1,1,missing,1,somewhat_familiar
3459579,0,57.95,W,mastercard,debit,5.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,somewhat_familiar
3459580,0,28.896,C,mastercard,debit,5.0,1.0,gmail.com,gmail.com,desktop,,,,chrome 65.0,,1,1,1,missing,1,somewhat_familiar
3459581,0,28.896,C,mastercard,credit,5.0,1.0,gmail.com,gmail.com,desktop,,,,chrome 65.0,,1,1,1,missing,1,somewhat_familiar
3459582,0,34.0,W,mastercard,credit,5.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459583,0,30.95,W,visa,debit,5.0,1.0,yahoo.com,,,,,,,,0,0,0,medium,0,rare_unfamiliar
3459584,0,34.0,W,visa,credit,5.0,1.0,gmail.com,,,,,,,,0,0,1,missing,0,common_frequently_observed
3459585,0,15.0,W,mastercard,debit,5.0,1.0,gmail.com,,,,,,,,0,0,0,small,0,common_frequently_observed
3459586,0,57.95,W,visa,debit,5.0,1.0,gmail.com,,,,,,,,0,0,0,medium,0,common_frequently_observed
3459587,0,47.95,W,visa,debit,5.0,1.0,yahoo.com,,,,,,,,0,0,0,medium,0,common_frequently_observed
3459588,0,35.95,W,visa,debit,5.0,1.0,yahoo.com,,,,,,,,0,0,0,medium,0,common_frequently_observed
3459589,0,25.95,W,visa,debit,5.0,1.0,yahoo.com,,,,,,,,0,0,0,large,0,rare_unfamiliar
3459590,0,51.889,C,mastercard,debit,5.0,1.0,hotmail.com,hotmail.com,desktop,Moto G (5) Build/NPP25.137-82,,,chrome generic,,1,1,1,missing,1,common_frequently_observed
